"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0064769","0","10/01/2017","05:51:49","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","20      ","  ","WASHINGTON               ","  ","ST  ",": @BHA-PATRICIA WHITE                   ","  ","                         ","  ","    "
"17-0064770","0","10/01/2017","06:00:02","113 ","Cooking fire, confined to container               ","2000.0000","500.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","280     ","  ","COREY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0064771","0","10/01/2017","06:02:06","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","900 ","Outside or special property, Other                ","333     ","  ","LONGWOOD                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064772","0","10/01/2017","06:14:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","439 ","Boarding/rooming house, residential hotels        ","400     ","  ","BORDER                   ","  ","ST  ",": #AFA8181                              ","  ","                         ","  ","    "
"17-0064773","0","10/01/2017","06:54:19","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","159     ","N ","BEACON                   ","  ","ST  ",": #WYN3189                              ","  ","                         ","  ","    "
"17-0064776","0","10/01/2017","07:20:26","131 ","Passenger vehicle fire                            ","10000.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","962 ","Residential street, road or residential driveway  ","        ","  ","OAKCREST                 ","  ","RD  ","                                        ","  ","RIVER                    ","  ","ST  "
"17-0064777","0","10/01/2017","07:37:39","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","460 ","Dormitory-type residence, other                   ","76      ","  ","ANNUNCIATION             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0064779","0","10/01/2017","08:24:58","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","        ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","WASHINGTON               ","  ","ST  "
"17-0064783","0","10/01/2017","09:06:10","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","        ","  ","TALBOT                   ","  ","AVE ","                                        ","  ","WASHINGTON               ","  ","ST  "
"17-0064784","0","10/01/2017","09:11:26","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","47      ","  ","STRATHMORE               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0064786","0","10/01/2017","09:13:51","552 ","Police matter                                     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","150 ","Public or government, Other                       ","138     ","  ","CHESTNUT HILL            ","  ","AVE ",": @BFD LAD 11                           ","  ","                         ","  ","    "
"17-0064787","0","10/01/2017","09:27:02","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","    ","","1603-160","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064789","0","10/01/2017","09:29:20","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","482     ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064790","0","10/01/2017","09:33:44","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","460 ","Dormitory-type residence, other                   ","76      ","  ","ANNUNCIATION             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0064791","0","10/01/2017","09:41:13","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","        ","  ","BEACH                    ","  ","ST  ","                                        ","  ","SOUTH                    ","  ","ST  "
"17-0064793","0","10/01/2017","09:57:51","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","11      ","  ","DAWES                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064794","0","10/01/2017","10:00:26","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","200 ","Educational, Other                                ","55      ","  ","TEMPLE                   ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0064795","0","10/01/2017","10:09:05","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","17      ","  ","NEPONSET                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064797","0","10/01/2017","10:23:31","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","960 ","Street, Other                                     ","1       ","  ","SCHUBERT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064798","0","10/01/2017","10:39:53","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02163     ","460 ","Dormitory-type residence, other                   ","24      ","  ","HARVARD                  ","  ","WAY ",": #HAR321                               ","  ","                         ","  ","    "
"17-0064801","0","10/01/2017","10:50:14","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","115     ","  ","DALE                     ","  ","ST  ",": #WYN2416                              ","  ","                         ","  ","    "
"17-0064804","0","10/01/2017","10:52:58","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","16      ","  ","QUINCY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064805","0","10/01/2017","10:57:52","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","1325    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064806","0","10/01/2017","10:58:30","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","940 ","Water area, Other                                 ","        ","  ","BOSTON HARBOR            ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"17-0064807","0","10/01/2017","10:59:40","553 ","Public service                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","131 ","Church, mosque, synagogue, temple, chapel         ","40      ","  ","SAINT THERESA            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064808","0","10/01/2017","11:06:49","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","300 ","Health care, detention, & correction, Other       ","40      ","  ","JULIETTE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064809","0","10/01/2017","11:13:48","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","40      ","  ","BERKELEY                 ","  ","ST  ",": #CLM370                               ","  ","                         ","  ","    "
"17-0064810","0","10/01/2017","11:23:18","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","460 ","Dormitory-type residence, other                   ","96-120  ","  ","BEVERLY                  ","  ","ST  ",": #12-1314                              ","  ","                         ","  ","    "
"17-0064811","0","10/01/2017","11:24:43","900 ","Special type of incident, Other                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","1010    ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064812","0","10/01/2017","11:29:47","700 ","False alarm or false call, Other                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","440     ","  ","TREMONT                  ","  ","ST  ",": @BHA-EVA WHITE                        ","  ","                         ","  ","    "
"17-0064813","0","10/01/2017","11:33:18","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","234     ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064816","0","10/01/2017","11:40:01","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","14      ","  ","HUNTOON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064817","0","10/01/2017","11:46:21","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","11      ","  ","CHESTNUT                 ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"17-0064819","0","10/01/2017","11:49:00","553 ","Public service                                    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","000 ","Property Use, Other                               ","        ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","FIRTH                    ","  ","RD  "
"17-0064820","0","10/01/2017","11:56:32","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","4965    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064821","0","10/01/2017","12:03:29","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","900 ","Outside or special property, Other                ","24      ","  ","BEACON                   ","  ","ST  ",": #12-1372                              ","  ","                         ","  ","    "
"17-0064822","0","10/01/2017","12:04:58","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","161 ","Restaurant or cafeteria                           ","134     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064824","0","10/01/2017","12:16:27","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","MASSACHUSETTS            ","  ","AVE ",": alias MASSACHUSETTS AVE/CASS BLVD RX B","  ","MELNEA CASS              ","  ","BLVD"
"17-0064825","0","10/01/2017","12:19:41","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","30      ","  ","MONUMENT                 ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"17-0064829","0","10/01/2017","12:36:23","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","57      ","  ","HAMPSTEAD                ","  ","RD  ",": #WYN3737                              ","  ","                         ","  ","    "
"17-0064830","0","10/01/2017","12:37:40","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","110-114 ","  ","EDGEMERE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0064834","0","10/01/2017","13:01:12","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","153     ","  ","BAY STATE                ","  ","RD  ",": #BU184                                ","  ","                         ","  ","    "
"17-0064835","0","10/01/2017","13:03:33","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","1200    ","  ","ADAMS                    ","  ","ST  ",": #WYN3943                              ","  ","                         ","  ","    "
"17-0064836","0","10/01/2017","13:04:47","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","153     ","  ","BAY STATE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0064838","0","10/01/2017","13:20:24","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","1158    ","  ","TREMONT                  ","  ","ST  ",": #CLM626                               ","  ","                         ","  ","    "
"17-0064839","0","10/01/2017","13:21:32","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","3       ","  ","ESSEX                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064840","0","10/01/2017","13:28:05","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","1486    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064841","0","10/01/2017","13:30:49","741 ","Sprinkler activation, no fire - unintentional     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","882 ","Parking garage, general vehicle                   ","121     ","  ","NASHUA                   ","  ","ST  ",": #16-1341                              ","  ","                         ","  ","    "
"17-0064842","0","10/01/2017","13:32:49","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","160 ","Eating, drinking places, other                    ","225     ","  ","NEWBURY                  ","  ","ST  ",": #INS370                               ","  ","                         ","  ","    "
"17-0064843","0","10/01/2017","13:38:23","650 ","Steam, Other gas mistaken for smoke, Other        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","10      ","  ","PERTHSHIRE               ","  ","RD  ",": #12-5482                              ","  ","                         ","  ","    "
"17-0064844","0","10/01/2017","13:43:43","424 ","Carbon monoxide incident                          ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","59      ","W ","SELDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064845","0","10/01/2017","13:45:09","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","        ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","HALLET                   ","  ","ST  "
"17-0064846","0","10/01/2017","13:46:51","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","963 ","Street or road in commercial area                 ","621     ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064848","0","10/01/2017","13:48:09","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","1       ","  ","ROSS                     ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0064849","0","10/01/2017","13:52:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","91      ","  ","WESTLAND                 ","  ","AVE ",": #CLM517                               ","  ","                         ","  ","    "
"17-0064850","0","10/01/2017","13:57:20","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","34      ","  ","BRADEEN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064851","0","10/01/2017","14:04:11","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","40      ","  ","WORCESTER                ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"17-0064852","0","10/01/2017","14:08:27","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","960 ","Street, Other                                     ","28      ","  ","STATE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064853","0","10/01/2017","14:09:39","713 ","Telephone, malicious false alarm                  ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","177     ","W ","NINTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064854","0","10/01/2017","14:12:30","552 ","Police matter                                     ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02127     ","960 ","Street, Other                                     ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","VON HILLERN              ","  ","ST  "
"17-0064855","0","10/01/2017","14:12:54","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","134     ","  ","BALLOU                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0064856","0","10/01/2017","14:14:14","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","63-65   ","  ","BURBANK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064857","0","10/01/2017","14:17:46","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","290-296 ","  ","HANOVER                  ","  ","ST  ",": #CLM698                               ","  ","                         ","  ","    "
"17-0064858","0","10/01/2017","14:24:50","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","        ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","MASSACHUSETTS            ","  ","AVE "
"17-0064861","0","10/01/2017","14:35:48","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","120     ","  ","KINGSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064862","0","10/01/2017","14:42:40","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","59      ","  ","WESTLAND                 ","  ","AVE ",": #WYN472                               ","  ","                         ","  ","    "
"17-0064864","0","10/01/2017","14:49:36","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","1486    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064865","0","10/01/2017","14:50:02","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","14      ","  ","HUNTOON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064867","0","10/01/2017","15:08:02","481 ","Attempt to burn                                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","400 ","Residential, Other                                ","928     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064868","0","10/01/2017","15:10:03","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","1486    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064869","0","10/01/2017","15:14:24","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","131 ","Church, mosque, synagogue, temple, chapel         ","157     ","W ","SPRINGFIELD              ","  ","ST  ",": @CH-EBENEZER BAPTIST CHURCH - 157 W SP","  ","                         ","  ","    "
"17-0064870","0","10/01/2017","15:16:41","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","        ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","UNION PARK               ","  ","ST  "
"17-0064871","0","10/01/2017","15:17:31","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","174 ","Rapid transit station                             ","121     ","  ","TREMONT                  ","  ","ST  ",": @MBTA STA-PARK ST                     ","  ","                         ","  ","    "
"17-0064873","0","10/01/2017","15:21:06","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","1132    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064874","0","10/01/2017","15:21:22","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","4       ","E ","CONCORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0064875","0","10/01/2017","15:23:14","151 ","Outside rubbish, trash or waste fire              ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","900 ","Outside or special property, Other                ","        ","  ","BRIGHTON                 ","  ","AVE ","                                        ","  ","COMMONWEALTH             ","  ","AVE "
"17-0064876","0","10/01/2017","15:28:44","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","464     ","  ","COMMONWEALTH             ","  ","AVE ",": alias 464 COMM AVE                    ","  ","                         ","  ","    "
"17-0064877","0","10/01/2017","15:42:00","211 ","Overpressure rupture of steam pipe or pipeline    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","629 ","Laboratory or science laboratory                  ","4       ","  ","BLACKFAN                 ","  ","CIR ",": #HAR357                               ","  ","                         ","  ","    "
"17-0064878","0","10/01/2017","15:43:01","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","579 ","Motor vehicle or boat sales, services, repair     ","571-573 ","E ","FIRST                    ","  ","ST  ",": #12-7323                              ","  ","                         ","  ","    "
