"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0049070","0","08/01/2017","06:25:46","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","197     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049072","0","08/01/2017","07:09:48","550 ","Public service assistance, Other                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","41      ","  ","DIMOCK                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049073","0","08/01/2017","07:19:07","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","965 ","Vehicle parking area                              ","22      ","  ","BOSTON WHARF             ","  ","RD  ",": #SIM250                               ","  ","                         ","  ","    "
"17-0049074","0","08/01/2017","07:31:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","336     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049076","0","08/01/2017","07:52:56","424 ","Carbon monoxide incident                          ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","140     ","  ","PRINCE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049080","0","08/01/2017","08:25:49","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","        ","  ","DORCHESTER               ","  ","ST  ","                                        ","  ","WOODWARD                 ","  ","ST  "
"17-0049082","0","08/01/2017","08:45:20","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","174 ","Rapid transit station                             ","795     ","  ","WASHINGTON               ","  ","ST  ",": #33-1481                              ","  ","                         ","  ","    "
"17-0049085","0","08/01/2017","09:02:37","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","961 ","Highway or divided highway                        ","        ","  ","WILLIAM F MCCLELLAN      ","  ","HWY ",": alias MCCLELLAN HWY/NEPTUNE RD EB BSTN","  ","NEPTUNE                  ","  ","RD  "
"17-0049088","0","08/01/2017","09:11:16","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","60      ","W ","RUTLAND                  ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"17-0049089","0","08/01/2017","09:23:20","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","460 ","Dormitory-type residence, other                   ","336     ","  ","DUDLEY                   ","  ","ST  ",": #INS907                               ","  ","                         ","  ","    "
"17-0049090","0","08/01/2017","09:26:19","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","592 ","Bank                                              ","67      ","  ","BEACON                   ","  ","ST  ",": @SANTANDER BANK - 67 BEACON ST, BOSTON","  ","                         ","  ","    "
"17-0049091","0","08/01/2017","09:27:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","500 ","Mercantile, business, Other                       ","112     ","  ","WATER                    ","  ","ST  ",": #CLM630                               ","  ","                         ","  ","    "
"17-0049093","0","08/01/2017","09:42:30","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","960 ","Street, Other                                     ","112     ","  ","FULTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049094","0","08/01/2017","09:46:27","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","35-36   ","W ","NEWTON                   ","  ","ST  ",": #12-1671                              ","  ","                         ","  ","    "
"17-0049097","0","08/01/2017","10:05:16","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","500 ","Mercantile, business, Other                       ","923     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049098","0","08/01/2017","10:06:27","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","548     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049100","0","08/01/2017","10:11:06","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","50      ","  ","PARK                     ","  ","PLZ ",": #12-1519                              ","  ","                         ","  ","    "
"17-0049102","0","08/01/2017","10:32:36","551 ","Assist police or other governmental agency        ","0.0000","0.0000","06   ","BO             ","Boston                                            ","02210     ","500 ","Mercantile, business, Other                       ","280     ","  ","CONGRESS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049104","0","08/01/2017","10:43:25","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","439     ","  ","RIVER                    ","  ","ST  ",": #AFA7986                              ","  ","                         ","  ","    "
"17-0049105","0","08/01/2017","10:44:52","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","599 ","Business office                                   ","68      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049106","0","08/01/2017","10:45:19","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","10      ","  ","ELLET                    ","  ","ST  ",": #13-3146                              ","  ","                         ","  ","    "
"17-0049107","0","08/01/2017","10:49:07","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","1598    ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049108","0","08/01/2017","10:49:24","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","97      ","  ","BAY STATE                ","  ","RD  ",": @MIT FRAT HOUSE PDT                   ","  ","                         ","  ","    "
"17-0049111","0","08/01/2017","11:01:42","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","599 ","Business office                                   ","121     ","  ","MOUNT VERNON             ","  ","ST  ",": #INS439                               ","  ","                         ","  ","    "
"17-0049112","0","08/01/2017","11:12:03","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","429 ","Multifamily dwelling                              ","47      ","  ","FARNSWORTH               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049113","0","08/01/2017","11:16:45","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","599 ","Business office                                   ","121     ","  ","MOUNT VERNON             ","  ","ST  ",": #INS439                               ","  ","                         ","  ","    "
"17-0049116","0","08/01/2017","11:38:40","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","68      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049118","0","08/01/2017","11:46:24","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","936 ","Vacant lot                                        ","78      ","  ","DIMOCK                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049119","0","08/01/2017","11:47:12","400 ","Hazardous condition, Other                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","1858    ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049120","0","08/01/2017","11:57:12","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","110 ","Fixed-use recreation places, other                ","650     ","  ","DUDLEY                   ","  ","ST  ",": @KROC CENTER - 650 DUDLEY ST, DO      ","  ","                         ","  ","    "
"17-0049121","0","08/01/2017","12:09:33","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","26      ","  ","RUTLEDGE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049122","0","08/01/2017","12:34:28","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","2       ","  ","HUDSON                   ","  ","ST  ",": @PARK-CHINATOWN GATEWAY PARK          ","  ","                         ","  ","    "
"17-0049123","0","08/01/2017","12:36:27","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","78      ","  ","HARRIET                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049125","0","08/01/2017","12:51:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","400 ","Residential, Other                                ","43      ","  ","LINDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049126","0","08/01/2017","12:55:04","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","35      ","  ","CHELSEA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049128","0","08/01/2017","13:01:48","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","18      ","  ","CHERITON                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0049129","0","08/01/2017","13:03:27","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","90      ","  ","GAINSBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049131","0","08/01/2017","13:22:16","511 ","Lock-out                                          ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","962 ","Residential street, road or residential driveway  ","28      ","  ","CHARTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049132","0","08/01/2017","13:31:22","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","131     ","  ","BEVERLY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049135","0","08/01/2017","13:51:05","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","1       ","  ","WESTINGHOUSE             ","  ","PLZ ",": #13-3834                              ","  ","                         ","  ","    "
"17-0049136","0","08/01/2017","13:54:25","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","900 ","Outside or special property, Other                ","85      ","  ","SEAPORT                  ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0049138","0","08/01/2017","13:57:34","734 ","Heat detector activation due to malfunction       ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","200 ","Educational, Other                                ","144     ","  ","MCBRIDE                  ","  ","ST  ",": #13-2551                              ","  ","                         ","  ","    "
"17-0049139","0","08/01/2017","14:08:18","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","7       ","  ","WEBSTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049143","0","08/01/2017","14:40:21","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","965 ","Vehicle parking area                              ","35      ","  ","BRAGDON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049144","0","08/01/2017","14:40:52","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","35      ","  ","MOSSDALE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0049145","0","08/01/2017","14:41:53","400 ","Hazardous condition, Other                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02119     ","429 ","Multifamily dwelling                              ","109     ","W ","WALNUT PARK BSTN         ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0049146","0","08/01/2017","14:42:23","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","1438    ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049147","0","08/01/2017","14:48:36","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","965 ","Vehicle parking area                              ","874     ","  ","HARRISON                 ","  ","AVE ",": @CVS/PHARMACY -  874 HARRISON AV, BO  ","  ","                         ","  ","    "
"17-0049149","0","08/01/2017","14:49:54","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","161 ","Restaurant or cafeteria                           ","645     ","  ","BEACON                   ","  ","ST  ",": #12-2312                              ","  ","                         ","  ","    "
"17-0049150","0","08/01/2017","14:50:22","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","9       ","  ","FREEMAN                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049151","0","08/01/2017","14:58:58","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","4975    ","  ","WASHINGTON               ","  ","ST  ",": #12-2977                              ","  ","                         ","  ","    "
"17-0049153","0","08/01/2017","15:13:36","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","330     ","  ","NEWBURY                  ","  ","ST  ",": #CLM917                               ","  ","                         ","  ","    "
"17-0049158","0","08/01/2017","15:37:41","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","330     ","  ","MARTIN LUTHER KING JR    ","  ","BLVD",": @SAVE-A-LOT FOOD STORES - 330 MARTIN L","  ","                         ","  ","    "
"17-0049159","0","08/01/2017","15:39:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","599 ","Business office                                   ","170-174 ","  ","PORTLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049160","0","08/01/2017","15:39:46","500 ","Service Call, other                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","1       ","  ","PUBLIC ALLEY NO. 438     ","  ","    ",": alias 1 PUBLIC ALLEY 438              ","  ","                         ","  ","    "
"17-0049162","0","08/01/2017","15:53:23","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","516     ","  ","COLUMBIA                 ","  ","RD  ",": #WYN3751                              ","  ","                         ","  ","    "
"17-0049164","0","08/01/2017","15:56:51","424 ","Carbon monoxide incident                          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02126     ","419 ","1 or 2 family dwelling                            ","97      ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0049166","0","08/01/2017","16:02:19","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","THEODORE A GLYNN         ","  ","WAY ",": alias GLYNN WAY/MASSACHUSETTS AVE RX B","  ","MASSACHUSETTS            ","  ","AVE "
"17-0049167","0","08/01/2017","16:03:18","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","963 ","Street or road in commercial area                 ","        ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","PARK                     ","  ","DR  "
"17-0049169","0","08/01/2017","16:07:33","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","1701    ","  ","WASHINGTON               ","  ","ST  ",": @BHA-WASHINGTON MANOR                 ","  ","                         ","  ","    "
"17-0049171","0","08/01/2017","16:10:03","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","235     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049174","0","08/01/2017","16:23:13","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","500 ","Mercantile, business, Other                       ","56      ","  ","PLEASANT                 ","  ","ST  ",": #WYN2967                              ","  ","                         ","  ","    "
"17-0049175","0","08/01/2017","16:24:12","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","102-112 ","  ","TALBOT                   ","  ","AVE ",": #INS1106                              ","  ","                         ","  ","    "
"17-0049176","0","08/01/2017","16:25:24","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","               ","","02129     ","    ","","        ","  ","MONUMENT SQ AT WIN       ","  ","    ",": @BUNKER HILL MONUMENT                 ","  ","                         ","  ","    "
"17-0049180","0","08/01/2017","16:38:11","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","000 ","Property Use, Other                               ","        ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","PEOPLES BAPTIST          ","  ","PL  "
"17-0049181","0","08/01/2017","16:46:12","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","900 ","Outside or special property, Other                ","64      ","  ","SAINT THERESA            ","  ","AVE ",": #WYN474                               ","  ","                         ","  ","    "
"17-0049184","0","08/01/2017","16:52:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","125-131 ","  ","PARK                     ","  ","DR  ",": #CLM1047                              ","  ","                         ","  ","    "
"17-0049185","0","08/01/2017","16:56:16","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","    ","","225     ","  ","SUMNER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049187","0","08/01/2017","17:10:11","162 ","Outside equipment fire                            ","100.0000","0.0000","07   ","DO             ","Dorchester                                        ","02127     ","900 ","Outside or special property, Other                ","875     ","  ","COLUMBIA                 ","  ","RD  ",": @MBTA STA-JFK UMASS                   ","  ","                         ","  ","    "
"17-0049189","0","08/01/2017","17:18:05","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","87      ","  ","ROCKLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049191","0","08/01/2017","17:27:30","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","963 ","Street or road in commercial area                 ","155     ","  ","MASSACHUSETTS            ","  ","AVE ",": @SCH-BERKLEE COLLEGE-MUSIC BOSTON - 15","  ","                         ","  ","    "
"17-0049192","0","08/01/2017","17:30:30","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","300     ","  ","LONGWOOD                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0049194","0","08/01/2017","17:37:54","552 ","Police matter                                     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","937 ","Beach                                             ","1880    ","  ","WILLIAM J DAY            ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0049196","0","08/01/2017","17:51:32","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02210     ","963 ","Street or road in commercial area                 ","226     ","  ","SUMMER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049197","0","08/01/2017","17:55:09","500 ","Service Call, other                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","500 ","Mercantile, business, Other                       ","418     ","  ","MARKET                   ","  ","ST  ",": @ASAHI - 418 MARKET ST, BRIGHTON      ","  ","                         ","  ","    "
"17-0049199","0","08/01/2017","18:14:14","500 ","Service Call, other                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","        ","  ","KNAPP                    ","  ","ST  ","                                        ","  ","KNEELAND                 ","  ","ST  "
"17-0049200","0","08/01/2017","18:17:44","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","400 ","Residential, Other                                ","165     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0049206","0","08/01/2017","18:33:51","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","44      ","  ","ALLANDALE                ","  ","ST  ",": #12-271                               ","  ","                         ","  ","    "
"17-0049208","0","08/01/2017","18:37:48","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","5050    ","  ","WASHINGTON               ","  ","ST  ",": #INS322                               ","  ","                         ","  ","    "
