"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0020094","0","04/01/2017","01:40:12","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","        ","  ","MANION                   ","  ","RD  ",": #3718                                 ","  ","WESTMINSTER              ","  ","ST  "
"17-0020095","0","04/01/2017","02:06:03","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","1960    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020096","0","04/01/2017","02:10:19","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","12      ","  ","ROCKWAY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020097","0","04/01/2017","02:21:19","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","38      ","  ","CLARE                    ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020100","0","04/01/2017","02:33:48","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","163     ","  ","MARLBOROUGH              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020101","0","04/01/2017","02:35:45","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","129     ","  ","CEDAR                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020103","0","04/01/2017","03:21:55","621 ","Wrong location                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","OLD COLONY               ","  ","AVE "
"17-0020104","0","04/01/2017","03:25:17","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","938 ","Graded and cared-for plots of land                ","100     ","  ","WOODHAVEN                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020107","0","04/01/2017","04:09:00","520 ","Water problem, Other                              ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","14      ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0020108","0","04/01/2017","04:16:08","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","442     ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020109","0","04/01/2017","04:20:02","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","2       ","  ","BROWN                    ","  ","TER ","                                        ","  ","                         ","  ","    "
"17-0020112","0","04/01/2017","04:43:39","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02126     ","429 ","Multifamily dwelling                              ","911     ","  ","MORTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020113","0","04/01/2017","04:51:26","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","599 ","Business office                                   ","125     ","  ","LINCOLN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020114","0","04/01/2017","04:56:13","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","35      ","  ","FAIRMOUNT                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020115","0","04/01/2017","05:15:06","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","460 ","Dormitory-type residence, other                   ","307     ","  ","HUNTINGTON               ","  ","AVE ",": #INS282                               ","  ","                         ","  ","    "
"17-0020116","0","04/01/2017","05:21:49","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","52      ","  ","LAMBERT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020117","0","04/01/2017","05:26:26","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","48      ","  ","MYOPIA                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0020118","0","04/01/2017","05:28:31","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","122     ","  ","DAY                      ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020119","0","04/01/2017","05:32:46","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","265     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020120","0","04/01/2017","05:33:02","522 ","Water or steam leak                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","295     ","  ","WOOD                     ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020121","0","04/01/2017","05:38:17","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","131 ","Church, mosque, synagogue, temple, chapel         ","1900    ","  ","COLUMBUS                 ","  ","AVE ",": @CH-GRACE & HOPE MISSION - 1900 COLUMB","  ","                         ","  ","    "
"17-0020122","0","04/01/2017","05:53:05","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","960 ","Street, Other                                     ","795     ","  ","ADAMS                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020123","0","04/01/2017","06:06:16","522 ","Water or steam leak                               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","90      ","  ","PUTNAM                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020124","0","04/01/2017","06:29:40","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","960 ","Street, Other                                     ","98      ","  ","ERIE                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020126","0","04/01/2017","06:35:44","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","35      ","  ","MOUNT PLEASANT           ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020131","0","04/01/2017","07:17:03","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","450     ","  ","MELNEA CASS              ","  ","BLVD",": @TROPICAL FOODS MARKET - 450 MELNEA CA","  ","                         ","  ","    "
"17-0020132","0","04/01/2017","07:24:52","113 ","Cooking fire, confined to container               ","2000.0000","40.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","891     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020134","0","04/01/2017","07:31:45","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","963 ","Street or road in commercial area                 ","62      ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020137","0","04/01/2017","07:41:55","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","500 ","Mercantile, business, Other                       ","29      ","  ","GERMANIA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020138","0","04/01/2017","07:42:35","522 ","Water or steam leak                               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","26      ","  ","MAVERICK                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020139","0","04/01/2017","07:44:29","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","228     ","  ","QUINCY                   ","  ","ST  ",": #WYN3774                              ","  ","                         ","  ","    "
"17-0020142","0","04/01/2017","08:04:21","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","439 ","Boarding/rooming house, residential hotels        ","31      ","  ","DUSTIN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020143","0","04/01/2017","08:16:47","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","131 ","Church, mosque, synagogue, temple, chapel         ","18      ","N ","BENNET                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020144","0","04/01/2017","08:16:59","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","152 ","Museum                                            ","2       ","  ","PALACE                   ","  ","RD  ",": @MUS-GARDNER MUSEUM - 2 PALACE RD, ROX","  ","                         ","  ","    "
"17-0020146","0","04/01/2017","08:33:30","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","429 ","Multifamily dwelling                              ","780     ","  ","BOYLSTON                 ","  ","ST  ",": #15-1572                              ","  ","                         ","  ","    "
"17-0020147","0","04/01/2017","08:35:24","522 ","Water or steam leak                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","576     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020148","0","04/01/2017","08:43:19","900 ","Special type of incident, Other                   ","0.0000","0.0000","     ","               ","","00000     ","    ","","        ","  ","TOWN OF WEYMOUTH         ","  ","    ",": @WEYMOUTH 8246                        ","  ","                         ","  ","    "
"17-0020150","0","04/01/2017","08:55:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","449 ","Hotel/motel, commercial                           ","16      ","  ","NORTH                    ","  ","ST  ",": #12-1255                              ","  ","                         ","  ","    "
"17-0020151","0","04/01/2017","08:58:31","713 ","Telephone, malicious false alarm                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","900 ","Outside or special property, Other                ","51      ","  ","STANWOOD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020153","0","04/01/2017","09:14:11","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","629 ","Laboratory or science laboratory                  ","670     ","  ","ALBANY                   ","  ","ST  ",": #13-1654                              ","  ","                         ","  ","    "
"17-0020155","0","04/01/2017","09:24:00","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","256     ","  ","BRANDYWYNE               ","  ","DR  ","                                        ","  ","                         ","  ","    "
"17-0020156","0","04/01/2017","09:30:39","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","2377    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020158","0","04/01/2017","10:03:31","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","755     ","  ","TREMONT                  ","  ","ST  ",": @BHA-FREDERICK DOUGLAS,206            ","  ","                         ","  ","    "
"17-0020159","0","04/01/2017","10:04:42","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","1200    ","  ","COMMONWEALTH             ","  ","AVE ",": #ACI0256                              ","  ","                         ","  ","    "
"17-0020160","0","04/01/2017","10:08:18","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","31      ","  ","GREENOCK                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020161","0","04/01/2017","10:24:05","500 ","Service Call, other                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","215     ","  ","WEST                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020162","0","04/01/2017","10:26:13","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","62      ","  ","FLORIDA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020165","0","04/01/2017","10:39:36","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","        ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","HERALD                   ","  ","ST  "
"17-0020166","0","04/01/2017","10:49:43","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","310     ","  ","FULLER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020170","0","04/01/2017","11:09:27","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","400 ","Residential, Other                                ","52      ","  ","PHILLIPS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020171","0","04/01/2017","11:09:44","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","107     ","  ","ARLINGTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020172","0","04/01/2017","11:09:57","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","500 ","Mercantile, business, Other                       ","1580    ","  ","VFW                      ","  ","PKWY",": #PAT8356                              ","  ","                         ","  ","    "
"17-0020174","0","04/01/2017","11:27:37","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","255 ","Day care, in residence, licensed                  ","38      ","  ","DANA                     ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020179","0","04/01/2017","11:49:25","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","1395    ","  ","COMMONWEALTH             ","  ","AVE ",": #AFA2176                              ","  ","                         ","  ","    "
"17-0020180","0","04/01/2017","11:50:05","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","40      ","  ","LEAMINGTON               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0020181","0","04/01/2017","11:51:34","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","        ","  ","TRUMAN                   ","  ","PKWY","                                        ","  ","FAIRMOUNT                ","  ","AVE "
"17-0020182","0","04/01/2017","11:54:27","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","55      ","  ","FENWOOD                  ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0020184","0","04/01/2017","12:00:05","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","127     ","  ","MARION                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020186","0","04/01/2017","12:14:39","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","755     ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0020187","0","04/01/2017","12:35:41","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","162     ","  ","SAINT BOTOLPH            ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020188","0","04/01/2017","12:36:34","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","460 ","Dormitory-type residence, other                   ","157     ","  ","HOMESTEAD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020191","0","04/01/2017","13:05:00","621 ","Wrong location                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","962 ","Residential street, road or residential driveway  ","677     ","  ","CUMMINS                  ","  ","HWY ","                                        ","  ","                         ","  ","    "
"17-0020193","0","04/01/2017","13:16:39","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","61      ","  ","PARK                     ","  ","DR  ","                                        ","  ","                         ","  ","    "
"17-0020194","0","04/01/2017","13:21:06","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","100     ","W ","DEDHAM                   ","  ","ST  ",": #13-1541                              ","  ","                         ","  ","    "
"17-0020195","0","04/01/2017","13:32:10","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","960 ","Street, Other                                     ","        ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","FORSYTH                  ","  ","ST  "
"17-0020196","0","04/01/2017","13:35:24","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","80      ","W ","DEDHAM                   ","  ","ST  ",": @BHA-TORRE UNIDAD                     ","  ","                         ","  ","    "
"17-0020197","0","04/01/2017","13:41:10","730 ","System malfunction, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","599 ","Business office                                   ","727     ","  ","ATLANTIC                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020199","0","04/01/2017","13:43:36","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","919 ","Dump, sanitary landfill                           ","24      ","  ","BUNKER HILL INDUSTRIAL   ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0020200","0","04/01/2017","13:50:32","511 ","Lock-out                                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","33      ","  ","WILSON                   ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0020202","0","04/01/2017","13:50:52","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","40      ","  ","QUEENSBERRY              ","  ","ST  ",": #INS305                               ","  ","                         ","  ","    "
"17-0020203","0","04/01/2017","13:58:10","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","160 ","Eating, drinking places, other                    ","100     ","  ","ATLANTIC                 ","  ","AVE ",": @JOES AMERICAN BAR & GRILL - 100 ATLAN","  ","                         ","  ","    "
"17-0020205","0","04/01/2017","14:04:59","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","101     ","  ","REDLANDS                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0020206","0","04/01/2017","14:15:02","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","131 ","Church, mosque, synagogue, temple, chapel         ","18      ","N ","BENNET                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020209","0","04/01/2017","14:29:46","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","500 ","Mercantile, business, Other                       ","17      ","  ","BRADSTON                 ","  ","ST  ",": #WYN2497                              ","  ","                         ","  ","    "
"17-0020211","0","04/01/2017","14:36:48","730 ","System malfunction, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","599 ","Business office                                   ","727     ","  ","ATLANTIC                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0020214","0","04/01/2017","15:18:35","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","962 ","Residential street, road or residential driveway  ","2524    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020216","0","04/01/2017","15:27:54","131 ","Passenger vehicle fire                            ","1000.0000","0.0000","03   ","BO             ","Boston                                            ","02129     ","921 ","Bridge, trestle                                   ","        ","  ","TOBIN BR LOWER LEV       ","  ","    ",": #MTA301                               ","  ","                         ","  ","    "
"17-0020219","0","04/01/2017","15:38:50","441 ","Heat from short circuit (wiring), defective/worn  ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","960 ","Street, Other                                     ","8       ","  ","OGDEN                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020220","0","04/01/2017","15:39:57","621 ","Wrong location                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","4       ","  ","OGDEN                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020221","0","04/01/2017","15:41:57","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","1511    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020224","0","04/01/2017","15:47:54","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","50      ","  ","ROCKLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020226","0","04/01/2017","15:57:30","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","460 ","Dormitory-type residence, other                   ","150     ","  ","MASSACHUSETTS            ","  ","AVE ",": #13-159                               ","  ","                         ","  ","    "
"17-0020227","0","04/01/2017","16:02:51","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","331 ","Hospital - medical or psychiatric                 ","1400    ","  ","VFW                      ","  ","PKWY",": #12-2881                              ","  ","                         ","  ","    "
"17-0020229","0","04/01/2017","16:19:41","116 ","Fuel burner/boiler malfunction, fire confined     ","500.0000","500.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","95      ","  ","CHILD                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020230","0","04/01/2017","16:21:58","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","280     ","W ","BROADWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0020233","0","04/01/2017","16:26:53","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","429 ","Multifamily dwelling                              ","4       ","  ","TAMPA                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020234","0","04/01/2017","16:38:14","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","514     ","  ","PARK                     ","  ","DR  ",": #BU471                                ","  ","                         ","  ","    "
"17-0020236","0","04/01/2017","16:42:07","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","439 ","Boarding/rooming house, residential hotels        ","500     ","  ","BORDER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0020238","0","04/01/2017","16:49:33","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","451     ","  ","NORFOLK                  ","  ","ST  ",": #CLM231                               ","  ","                         ","  ","    "
"17-0020242","0","04/01/2017","17:02:55","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","3060-307","  ","WASHINGTON               ","  ","ST  ",": #13-2445                              ","  ","                         ","  ","    "
