"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0026950","0","05/01/2017","09:40:58","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","700 ","Manufacturing, processing                         ","14      ","  ","BUNKER HILL INDUSTRIAL   ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0026952","0","05/01/2017","09:46:49","500 ","Service Call, other                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","11      ","  ","DANNY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0026954","0","05/01/2017","09:53:10","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02124     ","900 ","Outside or special property, Other                ","        ","  ","MORTON                   ","  ","ST  ","                                        ","W ","MAIN                     ","  ","ST  "
"17-0026955","0","05/01/2017","09:56:57","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","519 ","Food and beverage sales, grocery store            ","456     ","  ","BLUE HILL                ","  ","AVE ",": #SIM230                               ","  ","                         ","  ","    "
"17-0026960","0","05/01/2017","10:15:22","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","449 ","Hotel/motel, commercial                           ","296     ","  ","STATE                    ","  ","ST  ",": #13-1296                              ","  ","                         ","  ","    "
"17-0026962","0","05/01/2017","10:21:53","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","498     ","E ","BROADWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0026965","0","05/01/2017","10:32:20","900T","BFD Drill                                         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","000 ","Property Use, Other                               ","21      ","  ","PARISH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0026966","0","05/01/2017","10:36:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","439 ","Boarding/rooming house, residential hotels        ","150     ","  ","HUNTINGTON               ","  ","AVE ",": #AFA2838                              ","  ","                         ","  ","    "
"17-0026967","0","05/01/2017","10:40:55","522 ","Water or steam leak                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","68-72   ","  ","EUSTON                   ","  ","RD  ",": #12-5322                              ","  ","                         ","  ","    "
"17-0026969","0","05/01/2017","10:55:09","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","8       ","  ","JETTE                    ","  ","CT  ","                                        ","  ","                         ","  ","    "
"17-0026970","0","05/01/2017","11:01:10","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","225     ","  ","SUMNER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0026971","0","05/01/2017","11:01:59","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","25      ","  ","DANA                     ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0026974","0","05/01/2017","11:04:18","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","801     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0026975","0","05/01/2017","11:18:24","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","960 ","Street, Other                                     ","        ","  ","GRIGGS                   ","  ","PL  ","                                        ","  ","ALLSTON                  ","  ","ST  "
"17-0026978","0","05/01/2017","11:31:04","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","962 ","Residential street, road or residential driveway  ","        ","  ","BAY                      ","  ","ST  ","                                        ","  ","MARYLAND                 ","  ","ST  "
"17-0026981","0","05/01/2017","11:41:42","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","2-8     ","  ","PAUL                     ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0026982","0","05/01/2017","11:42:47","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","200     ","  ","PORTLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0026984","0","05/01/2017","11:46:39","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","419 ","1 or 2 family dwelling                            ","20A     ","  ","VINING                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0026985","0","05/01/2017","11:47:52","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","07   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","721     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0026987","0","05/01/2017","11:51:11","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","10      ","  ","ROCKVIEW                 ","  ","ST  ",": #WYN3246                              ","  ","                         ","  ","    "
"17-0026988","0","05/01/2017","12:03:16","511 ","Lock-out                                          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","947     ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0026989","0","05/01/2017","12:05:40","500 ","Service Call, other                               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","40      ","  ","BREED                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0026991","0","05/01/2017","12:07:58","555 ","Defective elevator, no occupants                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","365 ","Police station                                    ","1       ","  ","SCHROEDER                ","  ","PLZ ",": @BPD-BOSTON POLICE DEPT HEADQUARTERS  ","  ","                         ","  ","    "
"17-0026992","0","05/01/2017","12:09:19","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","419 ","1 or 2 family dwelling                            ","20      ","  ","VINING                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0026993","0","05/01/2017","12:19:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","439 ","Boarding/rooming house, residential hotels        ","211     ","  ","HARVARD                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0026995","0","05/01/2017","12:19:35","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","30      ","  ","ROCKLAND                 ","  ","ST  ",": #INS140                               ","  ","                         ","  ","    "
"17-0026997","0","05/01/2017","12:24:57","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","900 ","Outside or special property, Other                ","429     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027001","0","05/01/2017","12:45:08","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","82      ","  ","MYRTLE                   ","  ","ST  ",": #SAS2170                              ","  ","                         ","  ","    "
"17-0027004","0","05/01/2017","12:57:10","730 ","System malfunction, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","7       ","  ","CORTES                   ","  ","ST  ",": #AFA7982                              ","  ","                         ","  ","    "
"17-0027005","0","05/01/2017","13:07:16","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","599 ","Business office                                   ","1       ","  ","BEACON                   ","  ","ST  ",": #14-1263                              ","  ","                         ","  ","    "
"17-0027013","0","05/01/2017","13:40:55","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","23      ","  ","MONSIGNOR REYNOLDS       ","  ","WAY ",": #12-1643                              ","  ","                         ","  ","    "
"17-0027014","0","05/01/2017","13:43:02","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","32      ","  ","COVINGTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027015","0","05/01/2017","13:43:09","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","755     ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0027016","0","05/01/2017","13:44:37","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","300 ","Health care, detention, & correction, Other       ","31      ","  ","BOWKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027018","0","05/01/2017","13:46:23","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","14      ","E ","BROOKLINE                ","  ","ST  ",": #18-1653                              ","  ","                         ","  ","    "
"17-0027019","0","05/01/2017","14:01:38","900 ","Special type of incident, Other                   ","0.0000","0.0000","     ","               ","","00000     ","    ","","        ","  ","                         ","  ","    ",": @NEWTON 8221                          ","  ","                         ","  ","    "
"17-0027021","0","05/01/2017","14:05:46","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","10-14   ","  ","MARION                   ","  ","ST  ",": #WYN4241                              ","  ","                         ","  ","    "
"17-0027023","0","05/01/2017","14:14:01","552 ","Police matter                                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","        ","  ","PARK                     ","  ","ST  ","                                        ","  ","DORCHESTER               ","  ","AVE "
"17-0027024","0","05/01/2017","14:19:50","900T","BFD Drill                                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","142     ","  ","CHESTNUT HILL            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0027027","0","05/01/2017","14:26:08","500 ","Service Call, other                               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","65      ","  ","ALLERTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027029","0","05/01/2017","14:35:16","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","592 ","Bank                                              ","423     ","  ","WASHINGTON               ","  ","ST  ",": @COMMERCE BANK - 423 WASHINGTON ST, BR","  ","                         ","  ","    "
"17-0027030","0","05/01/2017","14:43:21","621 ","Wrong location                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","960 ","Street, Other                                     ","1       ","  ","FRANKLIN                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027032","0","05/01/2017","14:54:20","741 ","Sprinkler activation, no fire - unintentional     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"17-0027033","0","05/01/2017","15:01:56","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","5-7     ","  ","SUMNER                   ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0027037","0","05/01/2017","15:26:34","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","430     ","  ","RIVER                    ","  ","ST  ",": #12-3594                              ","  ","                         ","  ","    "
"17-0027039","0","05/01/2017","15:35:08","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","331 ","Hospital - medical or psychiatric                 ","55      ","  ","FRUIT                    ","  ","ST  ",": #MGH25                                ","  ","                         ","  ","    "
"17-0027040","0","05/01/2017","15:42:31","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","        ","  ","BERKELEY                 ","  ","ST  ","                                        ","  ","NEWBURY                  ","  ","ST  "
"17-0027041","0","05/01/2017","15:46:17","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","660     ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0027042","0","05/01/2017","15:47:36","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","960 ","Street, Other                                     ","        ","  ","HUMBOLDT                 ","  ","AVE ","                                        ","  ","HUTCHINGS                ","  ","ST  "
"17-0027044","0","05/01/2017","15:51:30","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","    ","","45      ","  ","SAINT EDWARD             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0027045","0","05/01/2017","15:52:58","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","4163    ","  ","WASHINGTON               ","  ","ST  ",": #INS762                               ","  ","                         ","  ","    "
"17-0027046","0","05/01/2017","15:57:26","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","45      ","  ","SAINT EDWARD             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0027047","0","05/01/2017","16:02:01","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","168     ","  ","PARIS                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027049","0","05/01/2017","16:07:28","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","61      ","  ","PRENTISS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027052","0","05/01/2017","16:29:22","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","24      ","  ","BELLFLOWER               ","  ","ST  ",": #12-7262                              ","  ","                         ","  ","    "
"17-0027055","0","05/01/2017","16:54:48","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","520     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027056","0","05/01/2017","17:03:17","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","COPELAND                 ","  ","ST  ","                                        ","  ","LANGFORD                 ","  ","PARK"
"17-0027058","0","05/01/2017","17:07:13","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","8       ","  ","COLONEL MICHAEL J. MCDONO","  ","WAY ",": alias 8 MCDONOUGH WAY                 ","  ","                         ","  ","    "
"17-0027063","0","05/01/2017","17:30:31","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02127     ","900 ","Outside or special property, Other                ","875     ","  ","COLUMBIA                 ","  ","RD  ",": @MBTA STA-JFK UMASS                   ","  ","                         ","  ","    "
"17-0027066","0","05/01/2017","17:44:38","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","        ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","DORCHESTER               ","  ","AVE "
"17-0027067","0","05/01/2017","17:51:43","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","        ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","DORCHESTER               ","  ","AVE "
"17-0027071","0","05/01/2017","18:06:57","113 ","Cooking fire, confined to container               ","0.0000","2000.0000","04   ","RX             ","Roxbury                                           ","02118     ","429 ","Multifamily dwelling                              ","26      ","  ","TROTTER                  ","  ","CT  ","                                        ","  ","                         ","  ","    "
"17-0027076","0","05/01/2017","18:20:22","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","1084    ","  ","SARATOGA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027080","0","05/01/2017","18:25:22","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","27      ","  ","INGLESIDE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027086","0","05/01/2017","19:04:29","113 ","Cooking fire, confined to container               ","250.0000","100.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","1508    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0027087","0","05/01/2017","19:18:47","500 ","Service Call, other                               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","92      ","  ","MOUNT VERNON             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027088","0","05/01/2017","19:22:36","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","313     ","E ","EIGHTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0027090","0","05/01/2017","19:43:19","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","430     ","  ","RIVER                    ","  ","ST  ",": #12-3594                              ","  ","                         ","  ","    "
