"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0056983","0","09/01/2017","02:40:08","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","15      ","  ","COLLISTON                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0056985","0","09/01/2017","03:11:52","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","    ","","891     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0056988","0","09/01/2017","04:20:44","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","945     ","E ","BROADWAY                 ","  ","    ",": #WYN4171                              ","  ","                         ","  ","    "
"17-0056989","0","09/01/2017","04:33:57","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","340 ","Clinics, doctors offices, hemodialysis cntr, other","133     ","  ","BROOKLINE                ","  ","AVE ",": #15-2327                              ","  ","                         ","  ","    "
"17-0056990","0","09/01/2017","04:38:49","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","400 ","Residential, Other                                ","804     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0056991","0","09/01/2017","04:40:51","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","WR             ","West Roxbury                                      ","02132     ","960 ","Street, Other                                     ","8       ","  ","VFW                      ","  ","PKWY","                                        ","  ","                         ","  ","    "
"17-0056992","0","09/01/2017","05:27:10","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","439 ","Boarding/rooming house, residential hotels        ","17      ","  ","DR. MARY MOORE BEATTY    ","  ","CIR ","                                        ","  ","                         ","  ","    "
"17-0056994","0","09/01/2017","05:55:55","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","213 ","Elementary school, including kindergarten         ","17      ","  ","BRIMMER                  ","  ","ST  ",": @SCH-ADVENT                           ","  ","                         ","  ","    "
"17-0056996","0","09/01/2017","06:15:37","111 ","Building fire                                     ","20000.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","318-366 ","  ","TREMONT                  ","  ","ST  ",": #13-1516                              ","  ","                         ","  ","    "
"17-0056998","0","09/01/2017","06:58:48","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","23      ","  ","MORELAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057002","0","09/01/2017","07:33:26","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","    ","","4199    ","  ","WASHINGTON               ","  ","ST  ",": @HC-GREATER ROSLINDALE MEDICAL AND DEN","  ","                         ","  ","    "
"17-0057003","0","09/01/2017","07:36:05","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","28      ","  ","WALLINGFORD              ","  ","RD  ",": #14-5331                              ","  ","                         ","  ","    "
"17-0057005","0","09/01/2017","07:37:59","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","000 ","Property Use, Other                               ","28      ","  ","WALLINGFORD              ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0057006","0","09/01/2017","07:39:09","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","    ","","162     ","  ","MEDFORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057007","0","09/01/2017","07:39:33","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","561     ","  ","DORCHESTER               ","  ","AVE ",": @MBTA STA-ANDREW                      ","  ","                         ","  ","    "
"17-0057008","0","09/01/2017","07:39:44","442 ","Overheated motor                                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","500 ","Mercantile, business, Other                       ","271     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0057010","0","09/01/2017","08:07:21","552 ","Police matter                                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","27      ","  ","MAXWELL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057012","0","09/01/2017","08:16:43","113 ","Cooking fire, confined to container               ","55.0000","55.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","7       ","  ","CORTES                   ","  ","ST  ",": #AFA7982                              ","  ","                         ","  ","    "
"17-0057013","0","09/01/2017","08:30:40","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","272-274 ","  ","CAMBRIDGE                ","  ","ST  ",": #WYN1548                              ","  ","                         ","  ","    "
"17-0057016","0","09/01/2017","08:46:10","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","330-336 ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057018","0","09/01/2017","09:13:36","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","599 ","Business office                                   ","3       ","  ","CENTER                   ","  ","PLZ ",": #16-1262                              ","  ","                         ","  ","    "
"17-0057020","0","09/01/2017","09:36:54","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","46      ","  ","PERRIN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057021","0","09/01/2017","09:38:49","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","805     ","  ","HUNTINGTON               ","  ","AVE ",": #PAT0688                              ","  ","                         ","  ","    "
"17-0057024","0","09/01/2017","10:04:06","900T","BFD Drill                                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","941 ","Open ocean, sea or tidal waters                   ","50      ","  ","BATTERY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057025","0","09/01/2017","10:06:03","900T","BFD Drill                                         ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","000 ","Property Use, Other                               ","209     ","  ","NEPONSET VALLEY          ","  ","PKWY",": @BFD ENG 49                           ","  ","                         ","  ","    "
"17-0057026","0","09/01/2017","10:09:19","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","460 ","Dormitory-type residence, other                   ","17      ","  ","COURT                    ","  ","ST  ",": @NEW ENGLAND SHELTER FOR VETS - 17 COU","  ","                         ","  ","    "
"17-0057027","0","09/01/2017","10:17:44","730 ","System malfunction, Other                         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","147     ","  ","CENTRE                   ","  ","ST  ",": #AFA7862                              ","  ","                         ","  ","    "
"17-0057029","0","09/01/2017","10:23:41","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","1508-151","  ","TREMONT                  ","  ","ST  ",": #WYN4588                              ","  ","                         ","  ","    "
"17-0057031","0","09/01/2017","10:33:55","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","54      ","  ","ANNUNCIATION             ","  ","RD  ",": #16-2335                              ","  ","                         ","  ","    "
"17-0057032","0","09/01/2017","10:34:46","900T","BFD Drill                                         ","0.0000","0.0000","06   ","BO             ","Boston                                            ","02110     ","963 ","Street or road in commercial area                 ","125     ","  ","PURCHASE                 ","  ","ST  ",": @BFD ENG 10                           ","  ","                         ","  ","    "
"17-0057033","0","09/01/2017","10:38:19","100 ","Fire, Other                                       ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","428     ","E ","FIFTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057034","0","09/01/2017","10:45:30","734 ","Heat detector activation due to malfunction       ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","74      ","  ","MYRTLE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057042","0","09/01/2017","11:18:23","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","        ","  ","GARFIELD                 ","  ","AVE ","                                        ","  ","NEEDHAM                  ","  ","RD  "
"17-0057045","0","09/01/2017","11:20:19","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","        ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","SARATOGA                 ","  ","ST  "
"17-0057049","0","09/01/2017","11:28:09","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","        ","  ","MONUMENT                 ","  ","SQ  ",": #4142                                 ","  ","WINTHROP                 ","  ","ST  "
"17-0057053","0","09/01/2017","11:42:11","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","599 ","Business office                                   ","1       ","  ","BOWDOIN                  ","  ","SQ  ",": #PAT4802                              ","  ","                         ","  ","    "
"17-0057054","0","09/01/2017","11:47:45","400 ","Hazardous condition, Other                        ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","962 ","Residential street, road or residential driveway  ","165     ","  ","WEBSTER                  ","  ","ST  ",": @SCH-ADAMS ELEMENTARY                 ","  ","                         ","  ","    "
"17-0057055","0","09/01/2017","11:50:29","143 ","Grass fire                                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","85      ","E ","CONCORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057056","0","09/01/2017","11:57:03","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","960 ","Street, Other                                     ","        ","  ","TELFORD                  ","  ","ST  ","                                        ","  ","WESTERN                  ","  ","AVE "
"17-0057059","0","09/01/2017","12:10:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","204     ","  ","BAY STATE                ","  ","RD  ",": #BU245                                ","  ","                         ","  ","    "
"17-0057063","0","09/01/2017","12:23:18","911 ","Citizen complaint                                 ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","200 ","Educational, Other                                ","1234    ","  ","COLUMBUS                 ","  ","AVE ",": @COL-ROXBURY COMMUNITY COLLEGE - 1234 ","  ","                         ","  ","    "
"17-0057064","0","09/01/2017","12:23:27","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","938 ","Graded and cared-for plots of land                ","        ","  ","ALLEGHANY                ","  ","ST  ",": alias ALLE%/ST ALP%                   ","  ","SAINT ALPHONSUS          ","  ","ST  "
"17-0057065","0","09/01/2017","12:23:37","713 ","Telephone, malicious false alarm                  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","400 ","Residential, Other                                ","15      ","  ","SNOW HILL                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057068","0","09/01/2017","12:27:31","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","549 ","Specialty shop                                    ","669     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057069","0","09/01/2017","12:29:14","400 ","Hazardous condition, Other                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","1       ","  ","LOCHSTEAD                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0057072","0","09/01/2017","12:41:56","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","963 ","Street or road in commercial area                 ","626     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0057076","0","09/01/2017","12:57:52","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","09   ","               ","","02130     ","963 ","Street or road in commercial area                 ","501     ","  ","CENTRE                   ","  ","ST  ",": EST MYRTLE ST/PARK PL JP BSTN         ","  ","                         ","  ","    "
"17-0057077","0","09/01/2017","13:00:27","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","        ","  ","HEAD                     ","  ","PL  ","                                        ","  ","TREMONT                  ","  ","ST  "
"17-0057081","0","09/01/2017","13:05:26","550 ","Public service assistance, Other                  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","21      ","  ","BOYNTON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057083","0","09/01/2017","13:23:15","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","289     ","W ","THIRD                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057086","0","09/01/2017","13:31:37","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","100     ","  ","FERRIN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057087","0","09/01/2017","13:50:32","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","902     ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0057089","0","09/01/2017","14:00:31","551 ","Assist police or other governmental agency        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","111     ","  ","CODMAN                   ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0057092","0","09/01/2017","14:09:50","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","962 ","Residential street, road or residential driveway  ","56      ","  ","PARK VALE                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0057093","0","09/01/2017","14:16:07","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","200     ","  ","NASHUA                   ","  ","ST  ",": @SUFF-SUFFOLK COUNTY JAIL             ","  ","                         ","  ","    "
"17-0057094","0","09/01/2017","14:21:51","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","835     ","  ","HUNTINGTON               ","  ","AVE ",": #PAT0685                              ","  ","                         ","  ","    "
"17-0057095","0","09/01/2017","14:23:09","462 ","Aircraft standby                                  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","973 ","Aircraft taxiway                                  ","204     ","  ","PRESCOTT                 ","  ","ST  ",": @LOG-NORTH GATE                       ","  ","                         ","  ","    "
"17-0057097","0","09/01/2017","14:27:38","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","900 ","Outside or special property, Other                ","777     ","  ","SOUTH                    ","  ","ST  ",": @CITIZENS BANK - 777 SOUTH ST, ROSLIND","  ","                         ","  ","    "
"17-0057100","0","09/01/2017","14:44:10","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","115     ","  ","SAINT STEPHEN            ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057101","0","09/01/2017","14:44:19","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","330     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057103","0","09/01/2017","14:53:02","550 ","Public service assistance, Other                  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","900 ","Outside or special property, Other                ","        ","  ","NORTH                    ","  ","ST  ","                                        ","  ","CONGRESS                 ","  ","ST  "
"17-0057105","0","09/01/2017","15:00:29","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","9       ","  ","TOPALIAN                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057114","0","09/01/2017","15:28:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","210 ","Schools, non-adult, other                         ","35      ","  ","WESTVILLE                ","  ","ST  ",": #13-3331                              ","  ","                         ","  ","    "
"17-0057116","0","09/01/2017","15:30:36","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","963 ","Street or road in commercial area                 ","15-55   ","  ","NEW SUDBURY              ","  ","ST  ",": @BLDG-JFK HIGHRISE - JOHN F KENNEDY HI","  ","                         ","  ","    "
"17-0057118","0","09/01/2017","15:34:20","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","33      ","  ","CALL                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057119","0","09/01/2017","15:34:48","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","16      ","  ","HALL                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057123","0","09/01/2017","15:47:47","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02127     ","    ","","25      ","  ","WILLIAM J DAY            ","  ","BLVD",": @CIR-KOSCIUSZKO CIRCLE                ","  ","                         ","  ","    "
"17-0057125","0","09/01/2017","15:50:37","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","115     ","  ","SAINT STEPHEN            ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057126","0","09/01/2017","15:51:01","511 ","Lock-out                                          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","960 ","Street, Other                                     ","88      ","  ","NIGHTINGALE              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057130","0","09/01/2017","15:57:54","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","900 ","Outside or special property, Other                ","14      ","  ","PROSPECT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0057133","0","09/01/2017","16:07:38","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","7       ","  ","CORTES                   ","  ","ST  ",": #AFA7982                              ","  ","                         ","  ","    "
"17-0057134","0","09/01/2017","16:11:57","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","        ","  ","ELM                      ","  ","ST  ","                                        ","  ","BARTLETT                 ","  ","ST  "
"17-0057135","0","09/01/2017","16:26:00","143 ","Grass fire                                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","720     ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057137","0","09/01/2017","16:33:51","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","18      ","  ","ARCADIA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057139","0","09/01/2017","16:40:43","143 ","Grass fire                                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","        ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","SHAWMUT                  ","  ","AVE "
"17-0057142","0","09/01/2017","16:48:49","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","963 ","Street or road in commercial area                 ","        ","  ","VINING                   ","  ","ST  ","                                        ","  ","FRANCIS                  ","  ","ST  "
"17-0057143","0","09/01/2017","16:51:33","442 ","Overheated motor                                  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","311 ","24-hour care Nursing homes, 4 or more persons     ","113     ","  ","CENTRAL                  ","  ","AVE ",": #13-3732                              ","  ","                         ","  ","    "
"17-0057146","0","09/01/2017","17:09:24","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","1565    ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057148","0","09/01/2017","17:32:40","511 ","Lock-out                                          ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","93      ","  ","WALDECK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057154","0","09/01/2017","17:54:23","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","110     ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057158","0","09/01/2017","18:14:24","143 ","Grass fire                                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","200 ","Educational, Other                                ","82      ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0057159","0","09/01/2017","18:16:31","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","        ","  ","NEW WASHINGTON           ","  ","ST  ","                                        ","  ","SOUTH                    ","  ","ST  "
"17-0057160","0","09/01/2017","18:17:27","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","134-138 ","  ","EDGEMERE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0057161","0","09/01/2017","18:23:14","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","30-38   ","  ","FRANKLIN HILL            ","  ","AVE ",": #AFA7933                              ","  ","                         ","  ","    "
"17-0057164","0","09/01/2017","18:34:53","700 ","False alarm or false call, Other                  ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","400 ","Residential, Other                                ","25      ","  ","RADCLIFFE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0057166","0","09/01/2017","18:37:06","113 ","Cooking fire, confined to container               ","100.0000","100.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","138     ","  ","EDGEMERE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0057167","0","09/01/2017","18:38:41","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","419 ","1 or 2 family dwelling                            ","14      ","  ","HOLYOKE                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
