"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0079372","0","12/01/2017","09:56:58","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","41      ","  ","BROCKTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079377","0","12/01/2017","10:07:47","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","152 ","Museum                                            ","25      ","  ","HARBOR SHORE             ","  ","DR  ",": @INSTITUTE OF CONTEMPORARY ARTS       ","  ","                         ","  ","    "
"17-0079379","0","12/01/2017","10:13:13","600 ","Good intent call, Other                           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","30      ","  ","WALLINGFORD              ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0079381","0","12/01/2017","10:15:22","444 ","Power line down                                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","        ","  ","BENNETT                  ","  ","ST  ","                                        ","  ","PARSONS                  ","  ","ST  "
"17-0079382","0","12/01/2017","10:18:07","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","940 ","Water area, Other                                 ","        ","  ","BOSTON HARBOR            ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"17-0079384","0","12/01/2017","10:23:57","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","215 ","High school/junior high school/middle school      ","650     ","E ","FOURTH                   ","  ","ST  ",": @SCH-JOSEPH P TYNAN SCHOOL - 650 E 4TH","  ","                         ","  ","    "
"17-0079385","0","12/01/2017","10:40:36","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","702     ","  ","WASHINGTON               ","  ","ST  ",": #INS778                               ","  ","                         ","  ","    "
"17-0079387","0","12/01/2017","10:47:21","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","12      ","  ","DENNIS                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079388","0","12/01/2017","10:49:46","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","44      ","  ","JOHN ELIOT               ","  ","SQ  ",": #PAT0696                              ","  ","                         ","  ","    "
"17-0079389","0","12/01/2017","10:57:45","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","12      ","  ","DENNIS                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079390","0","12/01/2017","11:03:06","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","460 ","Dormitory-type residence, other                   ","17      ","  ","COURT                    ","  ","ST  ",": @NEW ENGLAND SHELTER FOR VETS - 17 COU","  ","                         ","  ","    "
"17-0079391","0","12/01/2017","11:05:46","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","131 ","Church, mosque, synagogue, temple, chapel         ","15      ","  ","NEWBURY                  ","  ","ST  ",": @CH-EMMANUEL CHURCH OF BOSTON - 15 NEW","  ","                         ","  ","    "
"17-0079392","0","12/01/2017","11:07:42","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","960 ","Street, Other                                     ","        ","  ","D                        ","  ","ST  ","                                        ","  ","SUMMER                   ","  ","ST  "
"17-0079393","0","12/01/2017","11:14:11","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","2069    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079395","0","12/01/2017","11:36:58","550 ","Public service assistance, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","30      ","  ","WOODFORD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079398","0","12/01/2017","11:44:12","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","200 ","Educational, Other                                ","35      ","  ","DEER                     ","  ","ST  ",": #ASG479                               ","  ","                         ","  ","    "
"17-0079399","0","12/01/2017","11:51:36","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","599 ","Business office                                   ","210     ","  ","LINCOLN                  ","  ","ST  ",": #INS465                               ","  ","                         ","  ","    "
"17-0079401","0","12/01/2017","12:28:10","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","1129    ","  ","DORCHESTER               ","  ","AVE ",": #AFA7675                              ","  ","                         ","  ","    "
"17-0079403","0","12/01/2017","12:40:44","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","500 ","Mercantile, business, Other                       ","49      ","  ","COMMERCIAL               ","E ","WHRF","                                        ","  ","                         ","  ","    "
"17-0079405","0","12/01/2017","12:56:27","553 ","Public service                                    ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","400 ","Residential, Other                                ","57      ","  ","WELD HILL                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079406","0","12/01/2017","12:59:27","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","599 ","Business office                                   ","399     ","  ","BOYLSTON                 ","  ","ST  ",": #15-1534                              ","  ","                         ","  ","    "
"17-0079408","0","12/01/2017","13:04:15","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","160 ","Eating, drinking places, other                    ","1130    ","  ","DORCHESTER               ","  ","AVE ",": @J & J IRISH PUB & GRILLE - 1130 DORCH","  ","                         ","  ","    "
"17-0079410","0","12/01/2017","13:08:16","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","500 ","Mercantile, business, Other                       ","84-100  ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079411","0","12/01/2017","13:14:33","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","89      ","  ","PARK                     ","  ","DR  ","                                        ","  ","                         ","  ","    "
"17-0079413","0","12/01/2017","13:23:27","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02118     ","921 ","Bridge, trestle                                   ","        ","  ","MASSPORT HAUL            ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0079414","0","12/01/2017","14:44:37","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","000 ","Property Use, Other                               ","1       ","  ","ATWOOD                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0079415","0","12/01/2017","13:26:24","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","MONTROSE                 ","  ","ST  ",": #215                                  ","  ","WARREN                   ","  ","ST  "
"17-0079416","0","12/01/2017","13:37:52","400 ","Hazardous condition, Other                        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","500 ","Mercantile, business, Other                       ","246     ","  ","DORCHESTER               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079417","0","12/01/2017","13:48:16","550 ","Public service assistance, Other                  ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","900 ","Outside or special property, Other                ","75      ","  ","FARRAGUT                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0079418","0","12/01/2017","13:49:33","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","    ","","55      ","  ","DIMOCK                   ","  ","ST  ",": @HC-DIMOCK COMMUNITY HEALTH CENTER    ","  ","                         ","  ","    "
"17-0079421","0","12/01/2017","13:52:25","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","               ","","02119     ","960 ","Street, Other                                     ","        ","  ","DUDLEY NR 253            ","  ","ST  ",": EST ADAMS ST/EUSTIS ST RX BSTN        ","  ","                         ","  ","    "
"17-0079423","0","12/01/2017","13:58:51","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","30      ","  ","VOSE                     ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079428","0","12/01/2017","14:29:01","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","962 ","Residential street, road or residential driveway  ","        ","  ","LAGRANGE                 ","  ","ST  ","                                        ","  ","BOBOLINK                 ","  ","ST  "
"17-0079430","0","12/01/2017","14:37:49","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","174 ","Rapid transit station                             ","284-290 ","  ","STATE                    ","  ","ST  ",": @MBTA STA-AQUARIUM                    ","  ","                         ","  ","    "
"17-0079432","0","12/01/2017","14:43:14","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","30      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079434","0","12/01/2017","14:58:18","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","900 ","Outside or special property, Other                ","1025    ","  ","TRUMAN                   ","  ","PKWY",": @STOP & SHOP SUPERMARKET - 1025 TRUMAN","  ","                         ","  ","    "
"17-0079438","0","12/01/2017","15:22:44","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","69      ","  ","HARCOURT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079441","0","12/01/2017","15:27:29","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","900 ","Outside or special property, Other                ","143     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079442","0","12/01/2017","15:27:37","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","22      ","  ","WELLINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079443","0","12/01/2017","15:33:49","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","499     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079445","0","12/01/2017","15:38:50","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","AUCKLAND                 ","  ","ST  ",": #1866                                 ","  ","BAY                      ","  ","ST  "
"17-0079447","0","12/01/2017","15:46:20","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","375     ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079449","0","12/01/2017","15:56:17","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","35      ","  ","HIAWATHA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0079450","0","12/01/2017","16:00:12","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","180 ","Studio/theater, Other                             ","162     ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079452","0","12/01/2017","16:11:17","424 ","Carbon monoxide incident                          ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","455     ","  ","MERIDIAN                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079453","0","12/01/2017","16:19:10","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","278     ","  ","HUMBOLDT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079456","0","12/01/2017","16:29:56","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","20      ","  ","WARD                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079458","0","12/01/2017","16:35:36","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","900 ","Outside or special property, Other                ","        ","  ","ASHFORD                  ","  ","ST  ","                                        ","  ","ALCORN                   ","  ","ST  "
"17-0079460","0","12/01/2017","16:36:41","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","    ","","100     ","  ","HANOVER                  ","  ","ST  ",": @PUBLIC MARKET                        ","  ","                         ","  ","    "
"17-0079462","0","12/01/2017","16:50:03","444 ","Power line down                                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","960 ","Street, Other                                     ","64      ","  ","WESTGLOW                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079463","0","12/01/2017","16:54:40","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","271     ","  ","DARTMOUTH                ","  ","ST  ",": #WYN1645                              ","  ","                         ","  ","    "
"17-0079466","0","12/01/2017","17:04:29","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","300 ","Health care, detention, & correction, Other       ","794     ","  ","MASSACHUSETTS            ","  ","AVE ",": @SHELTER-WOODS MULLEN SHELTER         ","  ","                         ","  ","    "
"17-0079467","0","12/01/2017","17:06:02","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","460 ","Dormitory-type residence, other                   ","50      ","  ","FAIRLAWN                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0079471","0","12/01/2017","17:23:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","131 ","Church, mosque, synagogue, temple, chapel         ","173     ","  ","HARVARD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079472","0","12/01/2017","17:26:15","554 ","Assist invalid                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","WAVERLY                  ","  ","ST  "
"17-0079473","0","12/01/2017","17:28:11","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","300 ","Health care, detention, & correction, Other       ","794     ","  ","MASSACHUSETTS            ","  ","AVE ",": @SHELTER-WOODS MULLEN SHELTER         ","  ","                         ","  ","    "
"17-0079474","0","12/01/2017","17:28:32","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","71      ","  ","WESTMINSTER              ","  ","AVE ",": #INS1093                              ","  ","                         ","  ","    "
"17-0079475","0","12/01/2017","17:31:34","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","960 ","Street, Other                                     ","        ","  ","KNEELAND                 ","  ","ST  ","                                        ","  ","HARRISON                 ","  ","AVE "
"17-0079477","0","12/01/2017","17:52:44","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","389     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079478","0","12/01/2017","17:59:59","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","6       ","  ","MASSASOIT                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079479","0","12/01/2017","18:08:08","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","225     ","  ","SUMNER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0079482","0","12/01/2017","18:15:22","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","12      ","  ","ARCADIA                  ","  ","ST  ",": #WYN2752                              ","  ","                         ","  ","    "
